키워드,법령명,조문 번호,조문 내용
임대,건축법,22조 ④항 4호,"제22조(건축물의 사용승인)
④ 건축주가 제2항에 따른 사용승인을 받은 경우에는 다음 각 호에 따른 사용승인ㆍ준공검사 또는 등록신청 등을 받거나 한 것으로 보며, 공장건축물의 경우에는 「산업집적활성화 및 공장설립에 관한 법률」 제14조의2에 따라 관련 법률의 검사 등을 받은 것으로 본다. <개정 2009.1.30, 2009.6.9, 2011.4.14, 2011.5.30, 2014.1.14, 2014.6.3, 2017.1.17, 2018.3.27, 2020.3.31, 2024.1.16>
4. 「에너지이용 합리화법」 제39조에 따른 보일러 설치검사"
임대,건축법,22조 ④항 5호,"제22조(건축물의 사용승인)
④ 건축주가 제2항에 따른 사용승인을 받은 경우에는 다음 각 호에 따른 사용승인ㆍ준공검사 또는 등록신청 등을 받거나 한 것으로 보며, 공장건축물의 경우에는 「산업집적활성화 및 공장설립에 관한 법률」 제14조의2에 따라 관련 법률의 검사 등을 받은 것으로 본다. <개정 2009.1.30, 2009.6.9, 2011.4.14, 2011.5.30, 2014.1.14, 2014.6.3, 2017.1.17, 2018.3.27, 2020.3.31, 2024.1.16>
5. 「전기안전관리법」 제9조에 따른 전기설비의 사용전검사"
임대,건축법,22조 ④항 6호,"제22조(건축물의 사용승인)
④ 건축주가 제2항에 따른 사용승인을 받은 경우에는 다음 각 호에 따른 사용승인ㆍ준공검사 또는 등록신청 등을 받거나 한 것으로 보며, 공장건축물의 경우에는 「산업집적활성화 및 공장설립에 관한 법률」 제14조의2에 따라 관련 법률의 검사 등을 받은 것으로 본다. <개정 2009.1.30, 2009.6.9, 2011.4.14, 2011.5.30, 2014.1.14, 2014.6.3, 2017.1.17, 2018.3.27, 2020.3.31, 2024.1.16>
6. 「정보통신공사업법」 제36조에 따른 정보통신공사의 사용전검사"
임대,건축법,22조 ④항 6호,"제22조(건축물의 사용승인)
④ 건축주가 제2항에 따른 사용승인을 받은 경우에는 다음 각 호에 따른 사용승인ㆍ준공검사 또는 등록신청 등을 받거나 한 것으로 보며, 공장건축물의 경우에는 「산업집적활성화 및 공장설립에 관한 법률」 제14조의2에 따라 관련 법률의 검사 등을 받은 것으로 본다. <개정 2009.1.30, 2009.6.9, 2011.4.14, 2011.5.30, 2014.1.14, 2014.6.3, 2017.1.17, 2018.3.27, 2020.3.31, 2024.1.16>
6의2. 「기계설비법」 제15조에 따른 기계설비의 사용 전 검사"
임대,건축법,22조 ④항 7호,"제22조(건축물의 사용승인)
④ 건축주가 제2항에 따른 사용승인을 받은 경우에는 다음 각 호에 따른 사용승인ㆍ준공검사 또는 등록신청 등을 받거나 한 것으로 보며, 공장건축물의 경우에는 「산업집적활성화 및 공장설립에 관한 법률」 제14조의2에 따라 관련 법률의 검사 등을 받은 것으로 본다. <개정 2009.1.30, 2009.6.9, 2011.4.14, 2011.5.30, 2014.1.14, 2014.6.3, 2017.1.17, 2018.3.27, 2020.3.31, 2024.1.16>
7. 「도로법」 제62조제2항에 따른 도로점용 공사의 준공확인"
임대,건축법,22조 ④항 8호,"제22조(건축물의 사용승인)
④ 건축주가 제2항에 따른 사용승인을 받은 경우에는 다음 각 호에 따른 사용승인ㆍ준공검사 또는 등록신청 등을 받거나 한 것으로 보며, 공장건축물의 경우에는 「산업집적활성화 및 공장설립에 관한 법률」 제14조의2에 따라 관련 법률의 검사 등을 받은 것으로 본다. <개정 2009.1.30, 2009.6.9, 2011.4.14, 2011.5.30, 2014.1.14, 2014.6.3, 2017.1.17, 2018.3.27, 2020.3.31, 2024.1.16>
8. 「국토의 계획 및 이용에 관한 법률」 제62조에 따른 개발 행위의 준공검사"
임대,건축법,22조 ④항 9호,"제22조(건축물의 사용승인)
④ 건축주가 제2항에 따른 사용승인을 받은 경우에는 다음 각 호에 따른 사용승인ㆍ준공검사 또는 등록신청 등을 받거나 한 것으로 보며, 공장건축물의 경우에는 「산업집적활성화 및 공장설립에 관한 법률」 제14조의2에 따라 관련 법률의 검사 등을 받은 것으로 본다. <개정 2009.1.30, 2009.6.9, 2011.4.14, 2011.5.30, 2014.1.14, 2014.6.3, 2017.1.17, 2018.3.27, 2020.3.31, 2024.1.16>
9. 「국토의 계획 및 이용에 관한 법률」 제98조에 따른 도시ㆍ군계획시설사업의 준공검사"
임대,건축법,22조 ④항 10호,"제22조(건축물의 사용승인)
④ 건축주가 제2항에 따른 사용승인을 받은 경우에는 다음 각 호에 따른 사용승인ㆍ준공검사 또는 등록신청 등을 받거나 한 것으로 보며, 공장건축물의 경우에는 「산업집적활성화 및 공장설립에 관한 법률」 제14조의2에 따라 관련 법률의 검사 등을 받은 것으로 본다. <개정 2009.1.30, 2009.6.9, 2011.4.14, 2011.5.30, 2014.1.14, 2014.6.3, 2017.1.17, 2018.3.27, 2020.3.31, 2024.1.16>
10. 「물환경보전법」 제37조에 따른 수질오염물질 배출시설의 가동개시의 신고"
임대,건축법,22조 ④항 11호,"제22조(건축물의 사용승인)
④ 건축주가 제2항에 따른 사용승인을 받은 경우에는 다음 각 호에 따른 사용승인ㆍ준공검사 또는 등록신청 등을 받거나 한 것으로 보며, 공장건축물의 경우에는 「산업집적활성화 및 공장설립에 관한 법률」 제14조의2에 따라 관련 법률의 검사 등을 받은 것으로 본다. <개정 2009.1.30, 2009.6.9, 2011.4.14, 2011.5.30, 2014.1.14, 2014.6.3, 2017.1.17, 2018.3.27, 2020.3.31, 2024.1.16>
11. 「대기환경보전법」 제30조에 따른 대기오염물질 배출시설의 가동개시의 신고"
임대,건축법,22조 ④항 12호,"제22조(건축물의 사용승인)
④ 건축주가 제2항에 따른 사용승인을 받은 경우에는 다음 각 호에 따른 사용승인ㆍ준공검사 또는 등록신청 등을 받거나 한 것으로 보며, 공장건축물의 경우에는 「산업집적활성화 및 공장설립에 관한 법률」 제14조의2에 따라 관련 법률의 검사 등을 받은 것으로 본다. <개정 2009.1.30, 2009.6.9, 2011.4.14, 2011.5.30, 2014.1.14, 2014.6.3, 2017.1.17, 2018.3.27, 2020.3.31, 2024.1.16>
12. 삭제 <2009.6.9>"
임대,건축법,22조 ⑤항,"제22조(건축물의 사용승인)
⑤ 허가권자는 제2항에 따른 사용승인을 하는 경우 제4항 각 호의 어느 하나에 해당하는 내용이 포함되어 있으면 관계 행정기관의 장과 미리 협의하여야 한다."
임대,건축법,22조 ⑥항,"제22조(건축물의 사용승인)
⑥ 특별시장 또는 광역시장은 제2항에 따라 사용승인을 한 경우 지체 없이 그 사실을 군수 또는 구청장에게 알려서 건축물대장에 적게 하여야 한다. 이 경우 건축물대장에는 설계자, 대통령령으로 정하는 주요 공사의 시공자, 공사감리자를 적어야 한다."
임대,건축법,32조 ①항,"제32조(건축허가 업무 등의 전산처리 등)
① 허가권자는 건축허가 업무 등의 효율적인 처리를 위하여 국토교통부령으로 정하는 바에 따라 전자정보처리 시스템을 이용하여 이 법에 규정된 업무를 처리할 수 있다. <개정 2013.3.23>"
임대,건축법,32조 ②항 1호,"제32조(건축허가 업무 등의 전산처리 등)
② 제1항에 따른 전자정보처리 시스템에 따라 처리된 자료(이하 ""전산자료""라 한다)를 이용하려는 자는 대통령령으로 정하는 바에 따라 관계 중앙행정기관의 장의 심사를 거쳐 다음 각 호의 구분에 따라 국토교통부장관, 시ㆍ도지사 또는 시장ㆍ군수ㆍ구청장의 승인을 받아야 한다. 다만, 지방자치단체의 장이 승인을 신청하는 경우에는 관계 중앙행정기관의 장의 심사를 받지 아니한다. <개정 2013.3.23, 2014.1.14, 2022.6.10>
1. 전국 단위의 전산자료: 국토교통부장관"
임대,건축법,32조 ②항 2호,"제32조(건축허가 업무 등의 전산처리 등)
② 제1항에 따른 전자정보처리 시스템에 따라 처리된 자료(이하 ""전산자료""라 한다)를 이용하려는 자는 대통령령으로 정하는 바에 따라 관계 중앙행정기관의 장의 심사를 거쳐 다음 각 호의 구분에 따라 국토교통부장관, 시ㆍ도지사 또는 시장ㆍ군수ㆍ구청장의 승인을 받아야 한다. 다만, 지방자치단체의 장이 승인을 신청하는 경우에는 관계 중앙행정기관의 장의 심사를 받지 아니한다. <개정 2013.3.23, 2014.1.14, 2022.6.10>
2. 특별시ㆍ광역시ㆍ특별자치시ㆍ도ㆍ특별자치도(이하 ""시ㆍ도""라 한다) 단위의 전산자료: 시ㆍ도지사"
임대,건축법,32조 ②항 3호,"제32조(건축허가 업무 등의 전산처리 등)
② 제1항에 따른 전자정보처리 시스템에 따라 처리된 자료(이하 ""전산자료""라 한다)를 이용하려는 자는 대통령령으로 정하는 바에 따라 관계 중앙행정기관의 장의 심사를 거쳐 다음 각 호의 구분에 따라 국토교통부장관, 시ㆍ도지사 또는 시장ㆍ군수ㆍ구청장의 승인을 받아야 한다. 다만, 지방자치단체의 장이 승인을 신청하는 경우에는 관계 중앙행정기관의 장의 심사를 받지 아니한다. <개정 2013.3.23, 2014.1.14, 2022.6.10>
3. 시ㆍ군 또는 구(자치구를 말한다. 이하 같다) 단위의 전산자료: 시장ㆍ군수ㆍ구청장"
임대,건축법,32조 ③항,"제32조(건축허가 업무 등의 전산처리 등)
③ 국토교통부장관, 시ㆍ도지사 또는 시장ㆍ군수ㆍ구청장이 제2항에 따른 승인신청을 받은 경우에는 건축허가 업무 등의 효율적인 처리에 지장이 없고 대통령령으로 정하는 건축주 등의 개인정보 보호기준을 위반하지 아니한다고 인정되는 경우에만 승인할 수 있다. 이 경우 용도를 한정하여 승인할 수 있다. <개정 2013.3.23>"
임대,건축법,32조 ④항,"제32조(건축허가 업무 등의 전산처리 등)
④ 제2항 및 제3항에도 불구하고 건축물의 소유자가 본인 소유의 건축물에 대한 소유 정보를 신청하거나 건축물의 소유자가 사망하여 그 상속인이 피상속인의 건축물에 대한 소유 정보를 신청하는 경우에는 승인 및 심사를 받지 아니할 수 있다. <신설 2017.10.24>"
임대,건축법,32조 ⑤항,"제32조(건축허가 업무 등의 전산처리 등)
⑤ 제2항에 따른 승인을 받아 전산자료를 이용하려는 자는 사용료를 내야 한다. <개정 2017.10.24>"
임대,건축법,32조 ⑥항,"제32조(건축허가 업무 등의 전산처리 등)
⑥ 제1항부터 제5항까지의 규정에 따른 전자정보처리 시스템의 운영에 관한 사항, 전산자료의 이용 대상 범위와 심사기준, 승인절차, 사용료 등에 관하여 필요한 사항은 대통령령으로 정한다. <개정 2017.10.24>"
임대,건축법,42조 ①항,"제42조(대지의 조경)
① 면적이 200제곱미터 이상인 대지에 건축을 하는 건축주는 용도지역 및 건축물의 규모에 따라 해당 지방자치단체의 조례로 정하는 기준에 따라 대지에 조경이나 그 밖에 필요한 조치를 하여야 한다. 다만, 조경이 필요하지 아니한 건축물로서 대통령령으로 정하는 건축물에 대하여는 조경 등의 조치를 하지 아니할 수 있으며, 옥상 조경 등 대통령령으로 따로 기준을 정하는 경우에는 그 기준에 따른다."
임대,건축법,42조 ②항,"제42조(대지의 조경)
② 국토교통부장관은 식재(植栽) 기준, 조경 시설물의 종류 및 설치방법, 옥상 조경의 방법 등 조경에 필요한 사항을 정하여 고시할 수 있다. <개정 2013.3.23>"
임대,건축법,52조 ①항,"제52조(건축물의 마감재료 등)
① 대통령령으로 정하는 용도 및 규모의 건축물의 벽, 반자, 지붕(반자가 없는 경우에 한정한다) 등 내부의 마감재료[제52조의4제1항의 복합자재의 경우 심재(心材)를 포함한다]는 방화에 지장이 없는 재료로 하되, 「실내공기질 관리법」 제5조 및 제6조에 따른 실내공기질 유지기준 및 권고기준을 고려하고 관계 중앙행정기관의 장과 협의하여 국토교통부령으로 정하는 기준에 따른 것이어야 한다. <개정 2009.12.29, 2013.3.23, 2015.1.6, 2015.12.22, 2021.3.16>"
임대,건축법,52조 ②항,"제52조(건축물의 마감재료 등)
② 대통령령으로 정하는 건축물의 외벽에 사용하는 마감재료(두 가지 이상의 재료로 제작된 자재의 경우 각 재료를 포함한다)는 방화에 지장이 없는 재료로 하여야 한다. 이 경우 마감재료의 기준은 국토교통부령으로 정한다. <신설 2009.12.29, 2013.3.23, 2021.3.16>"
임대,건축법,52조 ③항,"제52조(건축물의 마감재료 등)
③ 욕실, 화장실, 목욕장 등의 바닥 마감재료는 미끄럼을 방지할 수 있도록 국토교통부령으로 정하는 기준에 적합하여야 한다. <신설 2013.7.16>"
임대,건축법,52조 ④항,"제52조(건축물의 마감재료 등)
④ 대통령령으로 정하는 용도 및 규모에 해당하는 건축물 외벽에 설치되는 창호(窓戶)는 방화에 지장이 없도록 인접 대지와의 이격거리를 고려하여 방화성능 등이 국토교통부령으로 정하는 기준에 적합하여야 한다. <신설 2020.12.22>"
임대,건축법,52조 ①항,"제52조의2(실내건축)
① 대통령령으로 정하는 용도 및 규모에 해당하는 건축물의 실내건축은 방화에 지장이 없고 사용자의 안전에 문제가 없는 구조 및 재료로 시공하여야 한다."
임대,건축법,52조 ②항,"제52조의2(실내건축)
② 실내건축의 구조ㆍ시공방법 등에 관한 기준은 국토교통부령으로 정한다."
임대,건축법,52조 ③항,"제52조의2(실내건축)
③ 특별자치시장ㆍ특별자치도지사 또는 시장ㆍ군수ㆍ구청장은 제1항 및 제2항에 따라 실내건축이 적정하게 설치 및 시공되었는지를 검사하여야 한다. 이 경우 검사하는 대상 건축물과 주기(週期)는 건축조례로 정한다."
임대,건축법,52조 ①항,"제52조의3(건축자재의 제조 및 유통 관리)
① 제조업자 및 유통업자는 건축물의 안전과 기능 등에 지장을 주지 아니하도록 건축자재를 제조ㆍ보관 및 유통하여야 한다."
임대,건축법,52조 ②항,"제52조의3(건축자재의 제조 및 유통 관리)
② 국토교통부장관, 시ㆍ도지사 및 시장ㆍ군수ㆍ구청장은 건축물의 구조 및 재료의 기준 등이 공사현장에서 준수되고 있는지를 확인하기 위하여 제조업자 및 유통업자에게 필요한 자료의 제출을 요구하거나 건축공사장, 제조업자의 제조현장 및 유통업자의 유통장소 등을 점검할 수 있으며 필요한 경우에는 시료를 채취하여 성능 확인을 위한 시험을 할 수 있다."
임대,건축법,52조 ③항,"제52조의3(건축자재의 제조 및 유통 관리)
③ 국토교통부장관, 시ㆍ도지사 및 시장ㆍ군수ㆍ구청장은 제2항의 점검을 통하여 위법 사실을 확인한 경우 대통령령으로 정하는 바에 따라 공사 중단, 사용 중단 등의 조치를 하거나 관계 기관에 대하여 관계 법률에 따른 영업정지 등의 요청을 할 수 있다."
임대,건축법,52조 ④항,"제52조의3(건축자재의 제조 및 유통 관리)
④ 국토교통부장관, 시ㆍ도지사, 시장ㆍ군수ㆍ구청장은 제2항의 점검업무를 대통령령으로 정하는 전문기관으로 하여금 대행하게 할 수 있다."
임대,건축법,52조 ⑤항,"제52조의3(건축자재의 제조 및 유통 관리)
⑤ 제2항에 따른 점검에 관한 절차 등에 관하여 필요한 사항은 국토교통부령으로 정한다."
임대,건축법,52조 ①항,"제52조의4(건축자재의 품질관리 등)
① 복합자재(불연재료인 양면 철판, 석재, 콘크리트 또는 이와 유사한 재료와 불연재료가 아닌 심재로 구성된 것을 말한다)를 포함한 제52조에 따른 마감재료, 방화문 등 대통령령으로 정하는 건축자재의 제조업자, 유통업자, 공사시공자 및 공사감리자는 국토교통부령으로 정하는 사항을 기재한 품질관리서(이하 ""품질관리서""라 한다)를 대통령령으로 정하는 바에 따라 허가권자에게 제출하여야 한다. <개정 2019.4.23, 2021.3.16>"
임대,건축법,52조 ②항,"제52조의4(건축자재의 품질관리 등)
② 제1항에 따른 건축자재의 제조업자, 유통업자는 「과학기술분야 정부출연연구기관 등의 설립ㆍ운영 및 육성에 관한 법률」에 따른 한국건설기술연구원 등 대통령령으로 정하는 시험기관에 건축자재의 성능시험을 의뢰하여야 한다. <개정 2019.4.23>"
